_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.srcuser,_source.data.uid,_source.data.euid,_source.data.dstuser,_source.data.logname,_source.data.tty,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.srcip,_source.data.srcport,_source.decoder.parent,_source.rule.frequency,_source.previous_output,rule_id_num,rule_desc_lc,ts,srcip,label_hc,label_hc_reason,is_weak_auth,label_corr,label_corr_reason,label,label_reason
wazuh-alerts-4.x-2026.02.16,L3SoZ5wBcpuaqKv0ChRC,1,1,ubuntu-victima,sshd,Feb 16 17:55:57,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",13,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 17:55:57 ubuntu-victima sshd[1684]: Failed password for root from 192.168.1.50 port 52370 ssh2,log,"Feb 16, 2026 @ 19:03:41.068",journald,1771265021.11335,"Feb 16, 2026 @ 19:03:41.068",192.168.1.50,52370,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,WXSoZ5wBcpuaqKv0ChS8,1,1,ubuntu-victima,sshd,Feb 16 17:56:03,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",20,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 17:56:03 ubuntu-victima sshd[1683]: Failed password for root from 192.168.1.50 port 52364 ssh2,log,"Feb 16, 2026 @ 19:03:41.068",journald,1771265021.17561,"Feb 16, 2026 @ 19:03:41.068",192.168.1.50,52364,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,WnSoZ5wBcpuaqKv0ChS8,1,1,ubuntu-victima,sshd,Feb 16 17:56:03,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",21,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 17:56:03 ubuntu-victima sshd[1682]: Failed password for root from 192.168.1.50 port 52350 ssh2,log,"Feb 16, 2026 @ 19:03:41.068",journald,1771265021.18044,"Feb 16, 2026 @ 19:03:41.068",192.168.1.50,52350,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,XXSoZ5wBcpuaqKv0ChS8,1,1,ubuntu-victima,sshd,Feb 16 17:56:07,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,10,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",3,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,Feb 16 17:56:07 ubuntu-victima sshd[1681]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 16, 2026 @ 19:03:41.076",journald,1771265021.19072,"Feb 16, 2026 @ 19:03:41.076",192.168.1.50, ,sshd, , ,2502,syslog: user missed the password more than one time,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,YnSoZ5wBcpuaqKv0ChS8,1,1,ubuntu-victima,sshd,Feb 16 17:56:07,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,3,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,Feb 16 17:56:07 ubuntu-victima sshd[1681]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52340 ssh2 [preauth],log,"Feb 16, 2026 @ 19:03:41.076",journald,1771265021.20638,"Feb 16, 2026 @ 19:03:41.076",192.168.1.50,52340,sshd, , ,5758,maximum authentication attempts exceeded.,,192.168.1.50,1,hc_rule_id(5758),False,0,no_corr,1,final=hc
wazuh-alerts-4.x-2026.02.16,bnSoZ5wBcpuaqKv0ChS8,1,1,ubuntu-victima,sshd,Feb 16 17:56:07,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, ,0,0,root, ,ssh,False,10,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",Multiple authentication failures.,"[""syslog"",""attacks"",""authentication_failures""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",1,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",40111,"[""7.1"",""7.8""]",pam,Feb 16 17:56:07 ubuntu-victima sshd[1697]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 16, 2026 @ 19:03:41.076",journald,1771265021.23348,"Feb 16, 2026 @ 19:03:41.076",192.168.1.50, , ,12,"Feb 16 17:56:12 ubuntu-victima sshd[1682]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52350 ssh2 [preauth]
Feb 16 17:56:12 ubuntu-victima sshd[1682]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52350 ssh2 [preauth]
Feb 16 17:56:07 ubuntu-victima sshd[1681]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52340 ssh2 [preauth]
Feb 16 17:56:07 ubuntu-victima sshd[1681]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52340 ssh2 [preauth]
Feb 16 17:56:07 ubuntu-victima sshd[1681]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root
Feb 16 17:56:07 ubuntu-victima sshd[1683]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root
Feb 16 17:56:07 ubuntu-victima sshd[1683]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52364 ssh2 [preauth]
Feb 16 17:56:07 ubuntu-victima sshd[1683]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52364 ssh2 [preauth]
Feb 16 17:56:04 ubuntu-victima sshd[1684]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root
Feb 16 17:56:04 ubuntu-victima sshd[1684]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52370 ssh2 [preauth]
Feb 16 17:56:04 ubuntu-victima sshd[1684]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 52370 ssh2 [preauth]",40111,multiple authentication failures.,,192.168.1.50,1,hc_rule_id(40111),False,0,no_corr,1,final=hc
wazuh-alerts-4.x-2026.02.16,b3SoZ5wBcpuaqKv0ChS8,1,1,ubuntu-victima,sshd,Feb 16 17:56:07,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , , , , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",2, , , ,2501,"[""7.8""]",sshd,Feb 16 17:56:07 ubuntu-victima sshd[1681]: Disconnecting authenticating user root 192.168.1.50 port 52340: Too many authentication failures [preauth],log,"Feb 16, 2026 @ 19:03:41.076",journald,1771265021.25504,"Feb 16, 2026 @ 19:03:41.076", , , , , ,2501,syslog: user authentication failure.,, ,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,cXSoZ5wBcpuaqKv0ChS8,1,1,ubuntu-victima,sshd,Feb 16 17:56:12,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , , , , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",3, , , ,2501,"[""7.8""]",sshd,Feb 16 17:56:12 ubuntu-victima sshd[1682]: Disconnecting authenticating user root 192.168.1.50 port 52350: Too many authentication failures [preauth],log,"Feb 16, 2026 @ 19:03:41.076",journald,1771265021.26005,"Feb 16, 2026 @ 19:03:41.076", , , , , ,2501,syslog: user authentication failure.,, ,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,eHSoZ5wBcpuaqKv0ChTp,1,1,ubuntu-victima,sshd,Feb 16 17:56:12,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, ,0,0,root, ,ssh,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",7,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",pam,Feb 16 17:56:12 ubuntu-victima sshd[1820]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 16, 2026 @ 19:03:41.076",journald,1771265021.27051,"Feb 16, 2026 @ 19:03:41.076",192.168.1.50, , , , ,5503,pam: user login failed.,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,fHSoZ5wBcpuaqKv0ChTp,1,1,ubuntu-victima,sshd,Feb 16 17:56:14,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",26,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 17:56:14 ubuntu-victima sshd[1820]: Failed password for root from 192.168.1.50 port 54284 ssh2,log,"Feb 16, 2026 @ 19:03:41.143",journald,1771265021.2809,"Feb 16, 2026 @ 19:03:41.143",192.168.1.50,54284,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,fnSoZ5wBcpuaqKv0ChTp,1,1,ubuntu-victima,sshd,Feb 16 17:56:15,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",27,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 17:56:15 ubuntu-victima sshd[1694]: Failed password for root from 192.168.1.50 port 53500 ssh2,log,"Feb 16, 2026 @ 19:03:41.143",journald,1771265021.28573,"Feb 16, 2026 @ 19:03:41.143",192.168.1.50,53500,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,f3SoZ5wBcpuaqKv0ChTp,1,1,ubuntu-victima,sshd,Feb 16 17:56:15,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",28,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 17:56:15 ubuntu-victima sshd[1697]: Failed password for root from 192.168.1.50 port 53512 ssh2,log,"Feb 16, 2026 @ 19:03:41.143",journald,1771265021.29056,"Feb 16, 2026 @ 19:03:41.143",192.168.1.50,53512,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.16,gnSoZ5wBcpuaqKv0ChTp,1,1,ubuntu-victima,sshd,Feb 16 17:56:15,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",29,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 16 17:56:15 ubuntu-victima sshd[1692]: Failed password for root from 192.168.1.50 port 53486 ssh2,log,"Feb 16, 2026 @ 19:03:41.143",journald,1771265021.29539,"Feb 16, 2026 @ 19:03:41.143",192.168.1.50,53486,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
