_index,_id,_version,_score,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.version,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.id,_source.rule.nist_800_53,_source.rule.gpg13,_source.rule.gdpr,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.data.dstuser,_source.decoder.parent,_source.data.vulnerability.severity,_source.data.vulnerability.package.name,_source.data.vulnerability.package.version,_source.data.vulnerability.package.architecture,_source.data.vulnerability.published,_source.data.vulnerability.classification,_source.data.vulnerability.title,_source.data.vulnerability.type,_source.data.vulnerability.reference,_source.data.vulnerability.score.version,_source.data.vulnerability.score.base,_source.data.vulnerability.cve,_source.data.vulnerability.scanner.reference,_source.data.vulnerability.enumeration,_source.data.vulnerability.cvss.cvss3.base_score,_source.data.vulnerability.updated,_source.data.vulnerability.status,_source.data.srcuser,_source.data.uid,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.data.vulnerability.package.condition,_source.data.vulnerability.package.source,_source.data.vulnerability.assigner,_source.data.vulnerability.rationale,_source.data.vulnerability.cvss.cvss3.vector.user_interaction,_source.data.vulnerability.cvss.cvss3.vector.integrity_impact,_source.data.vulnerability.cvss.cvss3.vector.scope,_source.data.vulnerability.cvss.cvss3.vector.availability,_source.data.vulnerability.cvss.cvss3.vector.confidentiality_impact,_source.data.vulnerability.cvss.cvss3.vector.attack_vector,_source.data.vulnerability.cvss.cvss3.vector.privileges_required,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.srcip,_source.data.srcport
wazuh-alerts-4.x-2026.02.18,lKTHcJwBpB672RlWHUpq,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,1,false,3,"[""11.2.1"",""11.2.3""]", ,"[""CC7.1"",""CC7.2""]",The CVE-2025-66382 that affected libexpat1 was solved due to an update in the agent or feed.,"[""vulnerability-detector""]",23502, , ,"[""IV_35.7.d""]",json, ,log,"Feb 18, 2026 @ 13:43:41.557",vulnerability-detector,1771418621.1404863,"Feb 18, 2026 @ 13:43:41.557", , , , , ,Low,libexpat1,2.6.1-2ubuntu0.3,amd64,2025-11-28T07:15:57Z,CVSS,CVE-2025-66382 affecting libexpat1 was solved,Packages,"https://github.com/libexpat/libexpat/issues/1076, http://www.openwall.com/lists/oss-security/2025/12/02/1",3.1,2.900000,CVE-2025-66382,https://cti.wazuh.com/vulnerabilities/cves/CVE-2025-66382,CVE,2.900000,2025-12-19T16:05:03Z,Solved, , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,laTHcJwBpB672RlWHUpq,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,2,false,3,"[""11.2.1"",""11.2.3""]", ,"[""CC7.1"",""CC7.2""]",The CVE-2026-24515 that affected libexpat1 was solved due to an update in the agent or feed.,"[""vulnerability-detector""]",23502, , ,"[""IV_35.7.d""]",json, ,log,"Feb 18, 2026 @ 13:43:41.582",vulnerability-detector,1771418621.1406603,"Feb 18, 2026 @ 13:43:41.582", , , , , ,Low,libexpat1,2.6.1-2ubuntu0.3,amd64,2026-01-23T08:16:01Z,CVSS,CVE-2026-24515 affecting libexpat1 was solved,Packages,https://github.com/libexpat/libexpat/pull/1131,3.1,2.500000,CVE-2026-24515,https://cti.wazuh.com/vulnerabilities/cves/CVE-2026-24515,CVE,2.500000,2026-02-05T17:27:53Z,Solved, , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,lqTHcJwBpB672RlWHUpq,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,3,false,3,"[""11.2.1"",""11.2.3""]", ,"[""CC7.1"",""CC7.2""]",The CVE-2026-25210 that affected libexpat1 was solved due to an update in the agent or feed.,"[""vulnerability-detector""]",23502, , ,"[""IV_35.7.d""]",json, ,log,"Feb 18, 2026 @ 13:43:41.601",vulnerability-detector,1771418621.1408225,"Feb 18, 2026 @ 13:43:41.601", , , , , ,Medium,libexpat1,2.6.1-2ubuntu0.3,amd64,2026-01-30T07:16:15Z,CVSS,CVE-2026-25210 affecting libexpat1 was solved,Packages,"https://github.com/libexpat/libexpat/pull/1075, https://github.com/libexpat/libexpat/pull/1075/commits/9c2d990389e6abe2e44527eeaa8b39f16fe859c7",3.1,6.900000,CVE-2026-25210,https://cti.wazuh.com/vulnerabilities/cves/CVE-2026-25210,CVE,6.900000,2026-02-04T16:34:21Z,Solved, , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,daSrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libexpat1,amd64,2.6.1-2ubuntu0.4,5,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:23 status half-configured libexpat1:amd64 2.6.1-2ubuntu0.4,log,"Feb 18, 2026 @ 13:13:23.259",/var/log/dpkg.log,1771416803.1242513,"Feb 18, 2026 @ 13:13:23.259", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,d6SrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libc-bin,amd64,2.39-0ubuntu8.7,6,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:23 status half-configured libc-bin:amd64 2.39-0ubuntu8.7,log,"Feb 18, 2026 @ 13:13:23.267",/var/log/dpkg.log,1771416803.1243507,"Feb 18, 2026 @ 13:13:23.267", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,eKSrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status installed,libc-bin,amd64,2.39-0ubuntu8.7,4,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]",2902,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:23 status installed libc-bin:amd64 2.39-0ubuntu8.7,log,"Feb 18, 2026 @ 13:13:23.269",/var/log/dpkg.log,1771416803.1244007,"Feb 18, 2026 @ 13:13:23.269", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,fKSrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status half-configured,libc-bin,amd64,2.39-0ubuntu8.7,9,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",Dpkg (Debian Package) half configured.,"[""syslog"",""dpkg"",""config_changed""]",2904,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:25 status half-configured libc-bin:amd64 2.39-0ubuntu8.7,log,"Feb 18, 2026 @ 13:13:25.274",/var/log/dpkg.log,1771416805.1246033,"Feb 18, 2026 @ 13:13:25.274", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,faSrcJwBpB672RlWZTx0,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server,status installed,libc-bin,amd64,2.39-0ubuntu8.7,6,false,7,"[""10.6.1"",""10.2.7""]","[""164.312.b""]","[""CC7.2"",""CC7.3"",""CC6.8"",""CC8.1""]",New dpkg (Debian Package) installed.,"[""syslog"",""dpkg"",""config_changed""]",2902,"[""AU.6"",""AU.14""]","[""4.10""]","[""IV_35.7.d""]",dpkg-decoder,2026-02-18 12:13:25 status installed libc-bin:amd64 2.39-0ubuntu8.7,log,"Feb 18, 2026 @ 13:13:25.277",/var/log/dpkg.log,1771416805.1246533,"Feb 18, 2026 @ 13:13:25.277", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,2aTJcJwBpB672RlW2Uxt,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,1,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,Feb 18 12:46:35 ubuntu-victima sudo[3236]: vboxuser : TTY=pts/0 ; PWD=/home/vboxuser ; USER=root ; COMMAND=/usr/bin/apt update,log,"Feb 18, 2026 @ 13:46:36.195",journald,1771418796.1416692,"Feb 18, 2026 @ 13:46:36.195",ubuntu-victima,sudo,Feb 18 12:46:35,root,sudo, , , , , , , , , , , , , , , , , ,vboxuser, ,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , , , , , , , , , ,pts/0,/home/vboxuser,/usr/bin/apt update,First time user executed the sudo command, , 
wazuh-alerts-4.x-2026.02.18,2qTJcJwBpB672RlW2Uxt,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,2,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,Feb 18 12:46:35 ubuntu-victima sudo[3236]: pam_unix(sudo:session): session opened for user root(uid=0) by vboxuser(uid=1000),log,"Feb 18, 2026 @ 13:46:36.243",journald,1771418796.1417221,"Feb 18, 2026 @ 13:46:36.243",ubuntu-victima,sudo,Feb 18 12:46:35,root,pam, , , , , , , , , , , , , , , , , ,vboxuser,1000,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]", , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,26TJcJwBpB672RlW2Uxt,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,1,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,Feb 18 12:46:40 ubuntu-victima sudo[3236]: pam_unix(sudo:session): session closed for user root,log,"Feb 18, 2026 @ 13:46:40.140",journald,1771418800.1417670,"Feb 18, 2026 @ 13:46:40.140",ubuntu-victima,sudo,Feb 18 12:46:40,root,pam, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,W6THcJwBpB672RlWYktC,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,1,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication success.,"[""syslog"",""sshd"",""authentication_success""]",5715,"[""AU.14"",""AC.7""]","[""7.1"",""7.2""]","[""IV_32.2""]",sshd,Feb 18 12:43:58 ubuntu-victima sshd[3115]: Accepted password for vboxuser from 192.168.1.36 port 61925 ssh2,log,"Feb 18, 2026 @ 13:43:58.629",journald,1771418638.1414151,"Feb 18, 2026 @ 13:43:58.629",ubuntu-victima,sshd,Feb 18 12:43:58,vboxuser,sshd, , , , , , , , , , , , , , , , , , , ,"[""Valid Accounts"",""Remote Services""]","[""T1078"",""T1021""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access"",""Lateral Movement""]", , , , , , , , , , , , , , , ,192.168.1.36,61925
wazuh-alerts-4.x-2026.02.18,IqTKcJwBpB672RlWPE2u,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,3,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,Feb 18 12:47:06 ubuntu-victima sshd[3560]: pam_unix(sshd:session): session opened for user vboxuser(uid=1000) by vboxuser(uid=0),log,"Feb 18, 2026 @ 13:47:06.286",journald,1771418826.1418524,"Feb 18, 2026 @ 13:47:06.286",ubuntu-victima,sshd,Feb 18 12:47:06,vboxuser,pam, , , , , , , , , , , , , , , , , ,vboxuser,0,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]", , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,iqTKcJwBpB672RlWdE0K,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,2,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session closed.,"[""pam"",""syslog""]",5502,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,Feb 18 12:47:15 ubuntu-victima sshd[3560]: pam_unix(sshd:session): session closed for user vboxuser,log,"Feb 18, 2026 @ 13:47:16.510",journald,1771418836.1418978,"Feb 18, 2026 @ 13:47:16.510",ubuntu-victima,sshd,Feb 18 12:47:15,vboxuser,pam, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2026.02.18,OaSRcJwBpB672RlWOCxr,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,1,false,3,"[""10.2.5"",""10.2.2""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,"[""AU.14"",""AC.7"",""AC.6""]","[""7.6"",""7.8"",""7.13""]","[""IV_32.2""]",sudo,Feb 18 11:44:47 ubuntu-victima sudo[2259]: vboxuser : TTY=pts/0 ; PWD=/home/vboxuser ; USER=root ; COMMAND=/usr/bin/apt install,log,"Feb 18, 2026 @ 12:44:46.655",journald,1771415086.1205850,"Feb 18, 2026 @ 12:44:46.655",ubuntu-victima,sudo,Feb 18 11:44:47,root,sudo, , , , , , , , , , , , , , , , , ,vboxuser, ,"[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]", , , , , , , , , , , ,pts/0,/home/vboxuser,/usr/bin/apt install,First time user executed the sudo command, , 
wazuh-alerts-4.x-2026.02.18,OqSRcJwBpB672RlWOCxr,1,1,192.168.1.48,UBUNTU-VICTIM-01,002,wazuh-server, , , , ,4,false,3,"[""10.2.5""]","[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]",PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,"[""AU.14"",""AC.7""]","[""7.8"",""7.9""]","[""IV_32.2""]",pam,Feb 18 11:44:47 ubuntu-victima sudo[2259]: pam_unix(sudo:session): session opened for user root(uid=0) by vboxuser(uid=1000),log,"Feb 18, 2026 @ 12:44:46.656",journald,1771415086.1206381,"Feb 18, 2026 @ 12:44:46.656",ubuntu-victima,sudo,Feb 18 11:44:47,root,pam, , , , , , , , , , , , , , , , , ,vboxuser,1000,"[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]", , , , , , , , , , , , , , , , , 
